transaction_id,date,customer_id,items,items_count,total_value,marketing_channel,has_promo
1757,2025-07-09,42,1018;1015;1016;1021;1005,5,10.36,none,1
1758,2025-07-09,94,1011;1006;1024;1030,4,10.66,email,1
1759,2025-07-09,287,1028;1003,2,5.76,social,0
1760,2025-07-09,74,1004;1007;1006;1008;1005,5,6.31,email,1
1761,2025-07-09,251,1012;1017,2,2.66,email,0
1762,2025-07-09,23,1020;1023;1021;1003,4,14.69,none,1
1763,2025-07-09,11,1028;1017;1029;1003,4,10.12,none,0
1764,2025-07-09,191,1011;1008;1020,3,6.27,none,1
1765,2025-07-09,211,1018;1023;1021;1005,4,12.39,none,0
1766,2025-07-09,17,1023;1007,2,4.67,none,0
1767,2025-07-09,127,1008;1021;1025,3,11.29,social,0
1768,2025-07-09,98,1004;1014;1030,3,11.75,none,0
1769,2025-07-09,273,1011;1009,2,1.98,none,0
1770,2025-07-09,8,1020;1012;1024;1022,4,14.14,none,0
1771,2025-07-09,39,1019;1027,2,6.54,none,0
1772,2025-07-09,88,1019;1016;1017;1015,4,7.84,none,0
1773,2025-07-09,126,1006,1,0.83,none,1
1774,2025-07-09,160,1002;1011;1013;1004,4,6.97,none,0
1775,2025-07-09,191,1017;1024;1025,3,5.55,none,0
1776,2025-07-09,205,1027;1003;1004,3,7.03,none,0
1777,2025-07-09,122,1029,1,3.04,none,0
1778,2025-07-09,33,1011;1017,2,2.64,none,0
1779,2025-07-09,110,1005;1027;1025,3,5.97,email,0
1780,2025-07-09,149,1002;1017;1020;1001;1003,5,11.4,email,0
1781,2025-07-09,42,1017;1020;1001;1015;1019,5,11.93,none,0
1782,2025-07-09,164,1012;1009;1008,3,3.62,none,1
1783,2025-07-09,72,1004;1021;1005,3,10.18,none,0
1784,2025-07-09,224,1012,1,1.34,none,0
1785,2025-07-09,224,1027;1023;1024;1021;1030,5,23.95,none,0
1786,2025-07-09,71,1025;1027;1014;1004,4,8.41,none,0
1787,2025-07-09,286,1016;1003,2,3.26,none,1
1788,2025-07-09,60,1007;1030,2,8.55,social,1
1789,2025-07-09,224,1017;1027;1007;1006;1005,5,7.64,none,0
1790,2025-07-10,199,1004;1014;1005,3,3.4,none,1
1791,2025-07-10,104,1028;1003;1005,3,6.62,none,0
1792,2025-07-10,98,1018,1,1.15,email,0
1793,2025-07-10,47,1014,1,1.23,none,0
1794,2025-07-10,248,1006;1007;1008;1030,4,12.84,social,0
1795,2025-07-10,274,1001;1003;1030,3,12.36,none,0
1796,2025-07-10,260,1023;1024;1013;1012;1022,5,12.76,none,1
1797,2025-07-10,122,1009;1013;1003,3,4.1,none,0
1798,2025-07-10,233,1028;1012;1023,3,6.64,none,1
1799,2025-07-10,282,1007;1013;1014,3,4.25,none,0
1800,2025-07-10,241,1018;1027;1029;1019;1022,5,14.78,social,1
1801,2025-07-10,101,1028;1025,2,5.91,none,0
1802,2025-07-10,252,1020;1026;1025,3,9.4,none,0
1803,2025-07-10,276,1006;1030,2,9.37,social,0
1804,2025-07-10,133,1011,1,1.32,social,0
1805,2025-07-10,144,1028;1005,2,4.66,none,0
1806,2025-07-10,54,1017;1027;1003;1019;1022,5,16.43,social,0
1807,2025-07-10,25,1025;1005;1001;1004,4,6.99,none,0
1808,2025-07-10,70,1009;1026;1030,3,12.33,social,0
1809,2025-07-10,23,1026;1020,2,7.29,none,0
1810,2025-07-10,5,1030;1015,2,9.5,none,0
1811,2025-07-10,35,1009;1027;1026;1025,4,8.99,none,0
1812,2025-07-10,260,1026,1,2.66,none,1
1813,2025-07-10,26,1030;1014;1020,3,11.32,none,1
1814,2025-07-10,188,1026;1029,2,6.26,none,0
1815,2025-07-10,296,1018;1016;1017;1015,4,5.45,none,0
1816,2025-07-10,61,1023;1024,2,4.89,social,1
1817,2025-07-10,29,1019;1021;1022,3,15.11,none,1
1818,2025-07-10,63,1028;1009;1029;1004,4,9.57,none,0
1819,2025-07-10,7,1001;1029;1003;1025;1015;1019;1030,7,20.61,email,1
1820,2025-07-10,241,1018;1027,2,4.15,social,0
1821,2025-07-10,103,1008;1001;1025,3,5.99,none,0
1822,2025-07-10,135,1007;1008;1005,3,4.33,none,0
1823,2025-07-10,217,1016;1017;1015,3,4.3,email,0
1824,2025-07-10,201,1028;1029;1030,3,15.29,email,0
1825,2025-07-10,256,1001;1003;1025,3,6.02,none,0
1826,2025-07-10,182,1010;1024;1004;1008;1005,5,8.38,social,0
1827,2025-07-10,257,1013;1010,2,2.88,none,0
1828,2025-07-10,227,1028;1001;1026;1004,4,11.04,none,0
1829,2025-07-10,140,1007,1,1.26,social,1
1830,2025-07-10,152,1002;1017;1001;1003;1025;1014,6,10.67,social,0
1831,2025-07-10,146,1022;1004,2,8.68,none,0
1832,2025-07-10,250,1028;1009;1001;1025;1003,5,9.06,email,1
1833,2025-07-10,260,1020;1004;1006;1008;1005,5,9.85,none,0
1834,2025-07-10,176,1003,1,1.96,social,0
1835,2025-07-10,36,1002;1019;1007,3,7.18,none,0
1836,2025-07-10,109,1016;1015,2,2.98,email,0
1837,2025-07-10,219,1009;1026;1022;1025,4,12.6,none,0
1838,2025-07-10,76,1016;1017,2,3.25,none,0
1839,2025-07-10,35,1007;1014;1006;1008;1005,5,6.48,email,0
1840,2025-07-11,173,1002;1020,2,6.17,none,0
1841,2025-07-11,203,1006;1026,2,4.14,social,0
1842,2025-07-11,226,1019,1,3.54,none,0
1843,2025-07-11,173,1012;1013;1024;1009,4,5.6,none,0
1844,2025-07-11,40,1022;1020,2,10.68,none,0
1845,2025-07-11,21,1019;1027;1022,3,11.95,none,1
1846,2025-07-11,224,1018;1009;1013;1026,4,5.4,none,1
1847,2025-07-11,264,1016,1,1.57,none,1
1848,2025-07-11,260,1028;1018;1026;1013;1030,5,18.1,email,0
1849,2025-07-11,206,1026;1001;1025;1007;1005,5,9.68,none,0
1850,2025-07-11,10,1018;1007;1008;1004,4,6.69,email,0
1851,2025-07-11,29,1008;1014;1029,3,6.2,none,0
1852,2025-07-11,102,1009;1008;1029;1030,4,14.08,none,0
1853,2025-07-11,299,1028;1017;1029;1022;1030,5,23.22,email,0
1854,2025-07-11,175,1002;1027;1026;1004;1025,5,12.5,social,0
1855,2025-07-11,120,1021;1014,2,8.48,none,0
1856,2025-07-11,191,1016;1008;1005,3,4.72,email,0
1857,2025-07-11,174,1009;1027;1025,3,5.77,none,0
1858,2025-07-11,98,1005;1020,2,4.93,email,0
1859,2025-07-11,14,1002;1004;1013;1003,4,6.39,none,1
1860,2025-07-11,248,1002;1028;1001;1024;1004,5,12.04,email,0
1861,2025-07-11,77,1006;1019;1007;1005,4,5.97,social,1
1862,2025-07-11,19,1021;1015,2,6.99,none,1
1863,2025-07-11,236,1007;1027;1026;1022,4,12.07,email,1
1864,2025-07-11,289,1009;1029,2,3.32,social,1
1865,2025-07-11,30,1028;1014,2,5.03,none,0
1866,2025-07-11,278,1012;1001,2,3.29,email,0
1867,2025-07-11,138,1028;1023;1029,3,9.97,none,0
1868,2025-07-11,233,1009;1026;1025,3,5.46,email,1
1869,2025-07-11,42,1023;1014;1013,3,5.84,email,0
1870,2025-07-11,191,1020;1018;1021;1022,4,19.08,none,0
1871,2025-07-11,97,1002;1003,2,4.06,email,0
1872,2025-07-11,100,1017;1027;1025;1007;1022,5,12.53,none,1
1873,2025-07-11,51,1012;1014;1026,3,5.79,none,0
1874,2025-07-11,16,1025;1004;1007;1019;1008;1005,6,11.17,social,1
1875,2025-07-11,114,1027;1026,2,5.08,none,1
1876,2025-07-11,263,1018;1001;1026;1025,4,8.43,email,0
1877,2025-07-11,143,1028;1010;1029;1005,4,9.1,social,0
1878,2025-07-11,284,1027;1026;1020;1023;1012;1022,6,21.37,none,0
1879,2025-07-11,157,1010;1026;1029;1020,4,11.73,social,0
1880,2025-07-11,244,1001;1030,2,10.4,social,0
1881,2025-07-11,117,1025;1001;1005,3,4.92,none,0
1882,2025-07-11,129,1028,1,3.08,none,1
1883,2025-07-11,4,1028;1019;1030,3,15.79,none,0
1884,2025-07-11,125,1020;1024;1030,3,14.64,none,0
1885,2025-07-11,134,1028;1002;1018;1029,4,9.41,social,1
1886,2025-07-11,197,1002;1001;1004,3,5.19,none,1
1887,2025-07-11,74,1011;1012;1007;1014,4,5.43,email,0
1888,2025-07-12,87,1007,1,1.43,none,1
1889,2025-07-12,51,1006;1005;1008;1020,4,7.78,email,0
1890,2025-07-12,14,1007;1027,2,4.54,none,0
1891,2025-07-12,5,1006;1007;1003,3,4.42,social,0
1892,2025-07-12,208,1013,1,1.48,email,0
1893,2025-07-12,53,1018;1016;1017;1015,4,5.45,none,0
1894,2025-07-12,41,1006;1017;1015,3,2.75,email,1
1895,2025-07-12,7,1013;1030,2,8.9,social,1
1896,2025-07-12,26,1011;1025;1001;1020,4,9.45,email,0
1897,2025-07-12,47,1009;1008;1017;1030,4,10.99,none,1
1898,2025-07-12,66,1028;1027;1029;1024;1030,5,20.41,email,0
1899,2025-07-12,203,1014,1,1.23,none,0
1900,2025-07-12,161,1011;1008,2,2.87,none,1
1901,2025-07-12,134,1008;1003;1025,3,6.0,email,0
1902,2025-07-12,144,1002;1026;1029;1024;1006;1016,6,13.33,none,0
1903,2025-07-12,160,1017;1004,2,3.39,none,0
1904,2025-07-12,179,1007;1008;1026;1025,4,8.8,none,0
1905,2025-07-12,255,1018;1014;1025,3,3.75,none,1
1906,2025-07-12,24,1027;1026;1025;1006;1030,5,17.7,email,0
1907,2025-07-12,224,1002;1023;1001;1024;1004;1003;1025;1019,8,18.98,none,0
1908,2025-07-12,161,1001;1026;1025,3,7.28,email,0
1909,2025-07-12,114,1011,1,1.23,social,1
1910,2025-07-12,247,1028;1029;1024;1030,4,17.41,email,0
1911,2025-07-12,125,1028;1017;1026;1003;1022,5,13.56,social,1
1912,2025-07-12,6,1004;1007;1006;1008;1005,5,7.32,none,0
1913,2025-07-12,259,1020;1019;1009;1010,4,8.38,email,1
1914,2025-07-12,97,1028;1025;1017;1020,4,11.3,email,0
1915,2025-07-12,192,1006;1007;1015;1005,4,4.37,email,0
1916,2025-07-12,284,1029;1025,2,5.15,none,0
1917,2025-07-12,256,1017;1016;1015,3,4.3,none,0
1918,2025-07-12,181,1004;1022;1026;1025,4,11.58,none,1
1919,2025-07-12,287,1006;1007;1005,3,2.75,email,1
1920,2025-07-12,211,1028;1018;1029;1016;1030,5,14.91,email,1
1921,2025-07-12,124,1018;1009;1024,3,3.93,none,0
1922,2025-07-12,220,1012;1027;1026,3,6.64,none,1
1923,2025-07-12,243,1019;1004;1024;1003,4,8.93,none,1
1924,2025-07-12,238,1009;1027;1029,3,6.7,social,0
1925,2025-07-12,222,1026;1023;1001;1024,4,9.08,none,1
1926,2025-07-12,132,1006;1021;1005,3,9.03,social,0
1927,2025-07-12,276,1002;1003,2,4.06,email,0
1928,2025-07-12,6,1027;1026;1001;1025;1014,5,11.51,none,0
1929,2025-07-12,42,1012;1014;1029;1005,4,6.47,email,0
1930,2025-07-12,170,1020;1019;1012;1021;1022,5,22.81,none,0
1931,2025-07-12,34,1011;1014,2,2.55,none,0
1932,2025-07-12,164,1019;1027;1026;1025,4,10.81,none,1
1933,2025-07-12,39,1008;1015,2,2.51,none,1
1934,2025-07-12,296,1025;1001;1026;1003,4,7.63,none,1
1935,2025-07-12,36,1028;1011;1010,3,5.33,email,1
1936,2025-07-12,153,1006;1007;1021,3,9.71,none,0
1937,2025-07-12,178,1019;1005,2,4.4,none,0
1938,2025-07-13,282,1028;1007;1029;1003,4,10.34,none,0
1939,2025-07-13,130,1018;1017;1004;1015;1016,5,7.52,email,0
1940,2025-07-13,82,1017;1009;1013;1012;1008;1022,6,10.98,none,1
1941,2025-07-13,101,1012;1001,2,3.03,social,1
1942,2025-07-13,1,1029;1027;1026;1030,4,17.71,email,0
1943,2025-07-13,253,1029;1030,2,11.49,none,0
1944,2025-07-13,256,1011;1009;1013;1014,4,4.45,email,1
1945,2025-07-13,183,1018;1030,2,7.94,none,1
1946,2025-07-13,260,1004;1014;1003,3,5.26,social,0
1947,2025-07-13,64,1027;1026;1025;1007;1021,5,15.31,none,1
1948,2025-07-13,239,1007;1004;1005,3,3.75,none,1
1949,2025-07-13,264,1017;1004,2,3.18,social,1
1950,2025-07-13,194,1006;1005,2,1.65,none,1
1951,2025-07-13,156,1026;1024;1025,3,7.45,email,0
1952,2025-07-13,283,1001;1026,2,5.17,email,0
1953,2025-07-13,273,1005;1004;1015,3,3.98,none,0
1954,2025-07-13,114,1018;1017;1015;1030,4,10.12,social,1
1955,2025-07-13,260,1028;1016;1017;1015,4,8.1,social,0
1956,2025-07-13,213,1017;1001;1025;1015;1016,5,7.44,email,1
1957,2025-07-13,187,1009,1,0.66,none,0
1958,2025-07-13,92,1028;1030,2,12.25,none,0
1959,2025-07-13,161,1028;1013,2,5.28,email,0
1960,2025-07-13,200,1004;1019;1014;1015;1016;1005,6,10.68,none,0
1961,2025-07-13,36,1023;1022,2,8.94,none,1
1962,2025-07-13,250,1018;1019;1021;1003,4,13.08,none,1
1963,2025-07-13,74,1007;1008;1005,3,3.89,email,1
1964,2025-07-13,220,1028;1027;1020;1023;1021,5,21.25,none,0
1965,2025-07-13,140,1029;1030,2,10.58,email,1
1966,2025-07-13,58,1019;1024,2,5.66,none,0
1967,2025-07-13,259,1011;1016;1014;1029,4,6.19,none,1
1968,2025-07-13,258,1028;1008;1029;1030,4,15.25,none,1
1969,2025-07-13,74,1006;1009;1014,3,2.51,social,1
1970,2025-07-13,102,1018;1017;1005,3,2.78,email,1
1971,2025-07-13,53,1028;1018;1029;1030,4,13.87,none,1
1972,2025-07-13,129,1020;1023;1003;1011;1019;1021,6,21.27,none,0
1973,2025-07-13,230,1011;1009;1010,3,3.14,social,1
1974,2025-07-13,131,1017;1009;1010,3,3.38,social,0
1975,2025-07-13,185,1028;1011;1012;1025,4,7.77,none,1
1976,2025-07-13,293,1028;1010,2,5.2,email,0
1977,2025-07-13,89,1002;1004,2,4.17,social,0
1978,2025-07-13,197,1001;1029;1024;1025;1019;1021,6,18.87,none,1
1979,2025-07-13,223,1002,1,2.1,email,0
1980,2025-07-14,122,1028;1009;1029,3,7.5,email,0
1981,2025-07-14,198,1011;1026;1025,3,5.43,none,1
1982,2025-07-14,154,1021;1026;1020,3,14.54,none,0
1983,2025-07-14,61,1028;1011;1024;1030,4,13.65,none,1
1984,2025-07-14,166,1021;1029,2,10.29,none,0
1985,2025-07-14,242,1015;1030,2,9.5,email,0
1986,2025-07-14,73,1028;1021;1029;1030,4,21.17,none,1
1987,2025-07-14,297,1026;1020;1001;1025;1007;1008,6,14.06,email,1
1988,2025-07-14,133,1021;1024;1005,3,10.23,none,0
1989,2025-07-14,140,1028;1029;1013;1019;1030,5,17.13,none,1
1990,2025-07-14,289,1028;1030,2,12.25,email,0
1991,2025-07-14,259,1018;1012;1016;1015,4,5.1,email,1
1992,2025-07-14,7,1005,1,0.86,email,0
1993,2025-07-14,148,1012;1009;1014;1026,4,5.48,none,1
1994,2025-07-14,186,1019;1013;1014;1015,4,7.3,email,0
1995,2025-07-14,88,1025;1027;1020,3,9.18,email,0
1996,2025-07-14,64,1028;1009;1024;1029;1030,5,18.07,email,0
1997,2025-07-14,148,1025;1001;1003,3,5.39,social,1
1998,2025-07-14,10,1011;1019;1021;1022,4,18.72,none,0
1999,2025-07-14,26,1020;1019;1004;1030,4,18.13,none,0
2000,2025-07-14,54,1019;1004;1009;1003,4,8.23,none,0
2001,2025-07-14,193,1028;1014;1001;1030,4,15.43,email,0
2002,2025-07-14,143,1016;1026;1010;1025;1013;1012,6,11.48,none,0
2003,2025-07-14,178,1002;1004;1003,3,6.13,social,0
2004,2025-07-14,50,1005;1003,2,2.82,none,0
2005,2025-07-14,167,1027;1023;1008;1026,4,10.48,none,1
2006,2025-07-14,169,1018;1017;1015,3,3.52,none,0
2007,2025-07-14,26,1026;1010;1029;1013;1014,5,10.37,email,0
2008,2025-07-14,97,1016;1015,2,2.98,none,0
2009,2025-07-14,82,1023;1024;1025,3,7.36,none,0
2010,2025-07-14,203,1011;1012;1003,3,4.62,none,0
2011,2025-07-14,129,1028;1006;1029;1030,4,16.21,social,0
2012,2025-07-14,120,1018;1017;1019;1007;1015;1016,6,9.75,none,1
2013,2025-07-14,105,1012;1004;1024;1005,4,6.39,none,0
2014,2025-07-14,43,1002;1001;1024;1003;1004;1025;1012,7,13.65,none,0
2015,2025-07-15,27,1006;1014,2,2.15,none,0
2016,2025-07-15,291,1020;1004;1003;1015;1019,5,12.69,none,0
2017,2025-07-15,150,1002;1011,2,2.92,email,1
2018,2025-07-15,276,1013;1001,2,2.79,none,1
2019,2025-07-15,246,1018;1026,2,4.37,none,0
2020,2025-07-15,70,1028;1001;1029;1025;1005,5,11.76,social,0
2021,2025-07-15,50,1015,1,1.05,none,0
2022,2025-07-15,160,1018;1007;1006,3,3.1,email,1
2023,2025-07-15,286,1007;1027;1025,3,6.65,none,0
2024,2025-07-15,246,1002;1028;1017;1029;1003;1024;1022,7,17.31,email,1
2025,2025-07-15,233,1028;1029;1014;1026,4,11.29,none,0
2026,2025-07-15,156,1018;1013;1027;1026,4,8.85,email,0
2027,2025-07-15,108,1017;1022;1003,3,9.89,none,0
2028,2025-07-15,234,1011;1009;1010,3,3.38,social,0
2029,2025-07-15,163,1002;1001;1003;1004;1025;1005,6,11.05,social,0
2030,2025-07-15,45,1018;1016;1010;1015;1019,5,9.07,email,0
2031,2025-07-15,291,1019;1017;1026;1025,4,10.19,none,0
2032,2025-07-15,196,1006;1007;1020,3,6.53,none,0
2033,2025-07-15,38,1016;1008;1020,3,7.93,social,0
2034,2025-07-15,63,1017;1015,2,2.37,none,0
2035,2025-07-15,12,1025;1027;1005,3,5.33,none,1
2036,2025-07-15,205,1006;1007;1008;1005,4,4.37,social,1
2037,2025-07-15,155,1012;1026;1003,3,6.52,email,0
2038,2025-07-15,115,1002;1020;1003,3,8.13,none,0
2039,2025-07-15,253,1018;1017;1003;1015;1006;1016,6,8.33,social,0
2040,2025-07-15,85,1028;1008;1021;1025,4,12.97,none,1
2041,2025-07-15,5,1018;1004;1015;1012;1016,5,6.33,email,1
2042,2025-07-15,177,1019;1017;1024;1015,4,7.1,none,1
2043,2025-07-15,169,1028;1029,2,6.15,none,1
2044,2025-07-15,265,1012;1019;1013,3,5.67,none,1
2045,2025-07-15,51,1010;1009;1014;1006;1021,5,11.46,none,0
2046,2025-07-15,48,1018;1009;1016;1015,4,4.79,none,0
2047,2025-07-15,168,1007;1026;1020,3,7.96,email,1
2048,2025-07-15,114,1006;1001;1003,3,4.83,email,0
2049,2025-07-15,290,1006;1009;1005;1004,4,4.51,none,0
2050,2025-07-15,233,1018;1020;1023;1024;1013;1019,6,15.49,none,0
2051,2025-07-15,112,1028;1006;1008,3,6.65,email,0
2052,2025-07-15,141,1004;1026;1005,3,6.15,none,0
2053,2025-07-15,236,1019;1013;1010,3,5.32,social,1
2054,2025-07-15,260,1014;1025,2,2.9,email,1
2055,2025-07-15,39,1006;1005;1004;1003,4,5.81,email,0
2056,2025-07-15,111,1027;1009;1004;1025;1016,5,8.51,none,1
2057,2025-07-15,47,1002;1010;1015,3,3.75,none,1
2058,2025-07-15,17,1010;1019;1024;1020,4,9.52,none,1
2059,2025-07-15,112,1002;1024;1025;1004;1016,5,8.67,none,1
2060,2025-07-15,248,1021;1007;1005;1008;1022,5,18.19,email,0
2061,2025-07-15,234,1027;1025,2,4.3,none,1
2062,2025-07-15,44,1012;1014;1029,3,5.61,none,0
2063,2025-07-15,220,1006;1004,2,2.48,none,1
2064,2025-07-15,235,1009;1004;1014;1030,4,12.41,email,0
2065,2025-07-15,57,1024;1004,2,3.44,none,1
2066,2025-07-15,254,1011;1013;1014;1004,4,5.48,none,1
2067,2025-07-15,268,1027;1026;1001;1025;1003,5,12.24,none,0
2068,2025-07-15,174,1025;1001;1003;1022,4,12.63,email,0
2069,2025-07-15,107,1027;1024;1029;1015;1019,5,10.39,none,1
2070,2025-07-15,133,1018;1017;1011;1010,4,5.19,email,0
2071,2025-07-15,229,1018;1019;1008;1015,4,7.25,social,1
2072,2025-07-15,298,1021;1027;1008;1025,4,14.29,social,0
2073,2025-07-15,157,1002;1026;1020,3,9.39,none,0
2074,2025-07-15,135,1002;1011;1007;1010,4,6.36,none,0
2075,2025-07-15,289,1002;1001;1029;1025,4,9.2,none,0
2076,2025-07-16,5,1018;1019;1027;1015,4,8.74,none,0
2077,2025-07-16,123,1027;1026,2,6.22,none,0
2078,2025-07-16,113,1029;1030,2,11.49,none,0
2079,2025-07-16,12,1011;1001,2,3.27,none,0
2080,2025-07-16,256,1027;1025,2,4.63,email,1
2081,2025-07-16,76,1018;1017,2,2.47,none,0
2082,2025-07-16,247,1002;1010;1004,3,5.27,none,1
2083,2025-07-16,194,1028;1029,2,6.84,social,0
2084,2025-07-16,47,1011;1012;1023;1014,4,7.02,social,0
2085,2025-07-16,69,1028;1011;1007;1006;1008;1005,6,10.37,none,0
2086,2025-07-16,220,1002;1004,2,4.17,none,0
2087,2025-07-16,139,1019;1017;1016,3,5.6,none,1
2088,2025-07-16,240,1006;1004;1005,3,3.34,none,1
2089,2025-07-16,68,1025;1003,2,4.07,social,0
2090,2025-07-16,127,1011;1030,2,9.77,none,0
2091,2025-07-16,20,1017;1016;1015;1019;1008,5,9.77,none,0
2092,2025-07-16,268,1019;1015;1021;1022,4,18.45,none,0
2093,2025-07-16,288,1002;1026;1001;1024;1003;1004;1006,7,11.53,none,1
2094,2025-07-16,201,1007;1013;1030,3,10.39,none,1
2095,2025-07-16,189,1011;1030,2,9.77,none,0
2096,2025-07-16,211,1006;1024;1010,3,4.44,email,0
2097,2025-07-16,153,1007;1008;1004;1005,4,6.4,none,0
2098,2025-07-16,252,1025;1023;1001;1004,4,8.55,email,1
2099,2025-07-16,203,1002;1024;1001;1026,4,9.39,none,0
2100,2025-07-16,51,1023;1024;1020,3,9.32,none,0
2101,2025-07-16,110,1006;1009;1017;1022,4,9.51,none,0
2102,2025-07-16,252,1018;1017,2,2.11,none,1
2103,2025-07-16,131,1028;1008;1020,3,8.35,none,1
2104,2025-07-16,298,1016;1007;1008;1022,4,12.01,none,0
2105,2025-07-16,220,1002;1024;1007;1008;1005,5,8.55,social,0
2106,2025-07-16,35,1017;1024;1019;1021;1022,5,17.86,none,1
2107,2025-07-16,243,1002;1017;1026;1001;1003;1022,6,17.16,none,0
2108,2025-07-16,13,1011;1021;1024;1003,4,12.65,none,0
2109,2025-07-16,128,1019;1017;1023;1030,4,16.44,none,0
2110,2025-07-16,153,1018;1003;1015,3,3.43,email,1
2111,2025-07-16,70,1008;1024;1005,3,4.91,none,0
2112,2025-07-16,119,1002;1004;1001;1003,4,6.99,social,1
2113,2025-07-16,285,1017;1029,2,3.92,none,1
2114,2025-07-16,221,1018;1017;1016;1015;1019,5,8.99,social,0
2115,2025-07-16,249,1029;1003;1021;1015;1012;1008,6,16.57,social,0
2116,2025-07-16,75,1028;1029;1030,3,15.29,social,0
2117,2025-07-17,256,1002;1008;1026;1004,4,9.32,none,0
2118,2025-07-17,23,1011,1,1.13,none,1
2119,2025-07-17,177,1002;1017;1001;1026,4,8.02,none,1
2120,2025-07-17,211,1002;1026;1001;1024;1004;1012,6,12.8,social,0
2121,2025-07-17,105,1024;1015,2,2.68,none,1
2122,2025-07-17,194,1002;1009;1014,3,3.41,email,1
2123,2025-07-17,142,1029;1026,2,5.23,none,1
2124,2025-07-17,257,1008;1005,2,2.79,none,0
2125,2025-07-17,89,1027;1026;1020;1025;1006,5,13.32,none,0
2126,2025-07-17,50,1002;1024;1003,3,6.18,social,0
2127,2025-07-17,189,1007;1008,2,3.47,none,0
2128,2025-07-17,102,1008;1007;1014,3,4.38,none,1
2129,2025-07-17,246,1006;1025,2,3.03,social,0
2130,2025-07-17,277,1018;1030,2,9.6,email,0
2131,2025-07-17,16,1011;1012;1013;1010,4,5.07,none,1
2132,2025-07-17,45,1011;1009;1012,3,3.32,email,0
2133,2025-07-17,29,1014;1010,2,2.63,social,0
2134,2025-07-17,20,1023;1022,2,9.74,email,0
2135,2025-07-17,148,1018;1012;1011;1013;1006;1019,6,9.75,none,0
2136,2025-07-17,3,1018;1023;1021;1015,4,12.58,none,0
2137,2025-07-17,127,1002;1024;1003;1004;1021,5,13.31,none,1
2138,2025-07-17,298,1012;1007;1014,3,4.11,none,0
2139,2025-07-17,40,1021;1006;1007;1008,4,11.64,email,0
2140,2025-07-17,256,1023;1001;1025;1004;1019,5,12.8,email,0
2141,2025-07-17,101,1021;1026;1003,3,12.43,none,0
2142,2025-07-17,41,1009;1027;1008;1025,4,7.7,none,0
2143,2025-07-17,280,1002;1026;1001;1024;1004;1021,6,18.71,email,0
2144,2025-07-17,187,1027;1007;1006;1012;1008;1005,6,9.59,none,0
2145,2025-07-17,281,1019;1004,2,5.61,none,0
2146,2025-07-17,28,1017;1027;1026;1025,4,9.65,email,0
2147,2025-07-17,47,1001;1026,2,4.55,social,1
2148,2025-07-17,148,1030;1023;1021;1020,4,22.9,none,0
2149,2025-07-17,92,1023;1024;1022;1003,4,13.82,none,0
2150,2025-07-17,141,1018;1020;1029;1015;1019,5,12.85,none,0
2151,2025-07-17,129,1012;1015,2,2.39,email,0
2152,2025-07-17,1,1005;1020,2,4.93,none,0
2153,2025-07-17,19,1018;1008;1005,3,3.94,social,0
2154,2025-07-17,282,1025;1001;1004,3,5.52,social,1
2155,2025-07-17,202,1017;1024;1015,3,4.49,social,0
2156,2025-07-17,3,1028;1029;1030,3,15.29,social,0
2157,2025-07-17,121,1027;1009;1023;1013;1030,5,16.72,none,0
2158,2025-07-17,189,1027;1026;1025,3,8.33,none,0
2159,2025-07-17,187,1004;1008;1005,3,4.86,none,0
2160,2025-07-17,282,1018;1016;1003,3,5.04,email,0
2161,2025-07-17,161,1027;1026;1025,3,8.33,none,0
2162,2025-07-17,252,1016;1015;1017;1004,4,5.5,social,1
2163,2025-07-18,180,1019;1017;1029;1030,4,16.35,social,0
2164,2025-07-18,139,1029;1027;1026,3,9.26,none,0
2165,2025-07-18,11,1016;1030,2,10.38,none,0
2166,2025-07-18,219,1019;1020,2,7.61,none,0
2167,2025-07-18,110,1030;1005;1004;1020,4,15.45,none,0
2168,2025-07-18,281,1023;1026;1025,3,8.46,none,0
2169,2025-07-18,208,1011;1018;1029;1022,4,12.12,none,0
2170,2025-07-18,272,1023;1003,2,4.27,email,1
2171,2025-07-18,143,1011;1012;1014;1009,4,4.19,none,1
2172,2025-07-18,100,1021;1024;1020,3,13.44,none,0
2173,2025-07-18,131,1030;1017;1026;1003,4,14.04,email,1
2174,2025-07-18,40,1011;1019;1020,3,8.93,email,0
2175,2025-07-18,12,1009;1007;1008;1005,4,4.02,email,1
2176,2025-07-18,289,1008;1001;1025;1013;1021;1005,6,14.66,social,1
2177,2025-07-18,96,1018;1017;1027;1004;1011;1015;1019,7,12.77,email,1
2178,2025-07-18,40,1028;1029;1030,3,12.33,social,1
2179,2025-07-18,25,1002;1025;1021;1020,4,15.53,none,0
2180,2025-07-18,229,1016;1003;1017;1020,4,9.28,social,0
2181,2025-07-18,113,1012;1003,2,3.05,social,1
2182,2025-07-18,117,1006;1016;1008;1005,4,5.14,none,1
2183,2025-07-18,12,1007;1029,2,4.58,email,0
2184,2025-07-18,14,1007,1,1.54,email,0
2185,2025-07-18,159,1016;1015,2,2.98,social,0
2186,2025-07-18,241,1012;1009;1027;1013,4,6.48,none,0
2187,2025-07-18,296,1022;1024;1025,3,10.84,email,0
2188,2025-07-18,3,1018;1008,2,2.81,email,1
2189,2025-07-18,204,1012;1014;1010,3,3.97,email,0
2190,2025-07-18,102,1016;1004;1011;1019;1005,5,9.72,none,0
